Date,agora-rtc-sdk-ng,agora-rtc-sdk,rtc-sdk-total,agora-rtm-sdk,agora-rtc-react,react-native-agora,agora-agent-server-sdk,agora-agent-client-toolkit,agora-agent-uikit,agora-conversational-ai-denoiser
2022-08-29 00:00:00,25783,6108,31891,9069,3215,,,,0.0,0.0
2022-09-05 00:00:00,25805,5495,31300,8909,3172,,,,0.0,0.0
2022-09-12 00:00:00,27113,5512,32625,10177,3008,,,,0.0,0.0
2022-09-19 00:00:00,28017,5914,33931,10279,3735,,,,0.0,0.0
2022-09-26 00:00:00,26877,6375,33252,8944,3147,,,,0.0,0.0
2022-10-03 00:00:00,27431,6109,33540,8030,3235,,,,0.0,0.0
2022-10-10 00:00:00,24440,5248,29688,7221,2861,,,,0.0,0.0
2022-10-17 00:00:00,27916,6222,34138,8875,3171,,,,0.0,0.0
2022-10-24 00:00:00,26566,5563,32129,8401,3251,,,,0.0,0.0
2022-10-31 00:00:00,28145,5358,33503,8800,3457,,,,0.0,0.0
2022-11-07 00:00:00,26716,5616,32332,8075,3465,,,,0.0,0.0
2022-11-14 00:00:00,29163,5997,35160,9304,3052,,,,0.0,0.0
2022-11-21 00:00:00,29717,5473,35190,8818,3430,,,,0.0,0.0
2022-11-28 00:00:00,23937,5073,29010,7847,2775,,,,0.0,0.0
2022-12-05 00:00:00,36042,5497,41539,8749,3132,,,,0.0,0.0
2022-12-12 00:00:00,28442,5026,33468,9016,3966,,,,0.0,0.0
2022-12-19 00:00:00,27507,5135,32642,8652,3374,,,,0.0,0.0
2022-12-26 00:00:00,20400,4071,24471,6676,2560,,,,0.0,0.0
2023-01-02 00:00:00,11942,2994,14936,4312,1636,,,,0.0,0.0
2023-01-09 00:00:00,23642,4723,28365,8135,2435,,,,0.0,0.0
2023-01-16 00:00:00,25608,4823,30431,9252,3445,,,,0.0,0.0
2023-01-23 00:00:00,27701,5163,32864,9423,4020,,,,0.0,0.0
2023-01-30 00:00:00,26193,4942,31135,8565,3096,,,,0.0,0.0
2023-02-06 00:00:00,27100,4298,31398,8817,3231,,,,0.0,0.0
2023-02-13 00:00:00,28964,4888,33852,10198,3853,,,,0.0,0.0
2023-02-20 00:00:00,28188,4856,33044,8964,3294,,,,0.0,0.0
2023-02-27 00:00:00,28807,4534,33341,9111,3718,,,,0.0,0.0
2023-03-06 00:00:00,31908,4804,36712,10737,3885,,,,0.0,0.0
2023-03-13 00:00:00,28424,4904,33328,9736,3270,,,,0.0,0.0
2023-03-20 00:00:00,30509,4944,35453,9459,4029,,,,0.0,0.0
2023-03-27 00:00:00,30939,5746,36685,9708,3458,,,,0.0,0.0
2023-04-03 00:00:00,30259,5177,35436,9270,4781,,,,0.0,0.0
2023-04-10 00:00:00,26734,4915,31649,8635,3948,,,,0.0,0.0
2023-04-17 00:00:00,28541,5368,33909,9857,4275,,,,0.0,0.0
2023-04-24 00:00:00,30182,5771,35953,9222,4125,,,,0.0,0.0
2023-05-01 00:00:00,26908,3876,30784,8004,3512,,,,0.0,0.0
2023-05-08 00:00:00,31224,3923,35147,8362,3934,,,,0.0,0.0
2023-05-15 00:00:00,28110,4295,32405,8704,4799,,,,0.0,0.0
2023-05-22 00:00:00,27938,5246,33184,9610,4958,,,,0.0,0.0
2023-05-29 00:00:00,27312,4512,31824,10408,4633,,,,0.0,0.0
2023-06-05 00:00:00,28747,4390,33137,9617,4970,,,,0.0,0.0
2023-06-12 00:00:00,27594,3701,31295,9442,4422,,,,0.0,0.0
2023-06-19 00:00:00,27109,4658,31767,9614,4435,,,,0.0,0.0
2023-06-26 00:00:00,26920,4703,31623,9772,4513,,,,0.0,0.0
2023-07-03 00:00:00,24802,3585,28387,8332,4203,,,,0.0,0.0
2023-07-10 00:00:00,26850,4324,31174,8355,3815,,,,0.0,0.0
2023-07-17 00:00:00,28203,4483,32686,9292,3879,,,,0.0,0.0
2023-07-24 00:00:00,28880,4322,33202,8871,4193,,,,0.0,0.0
2023-07-31 00:00:00,28475,4035,32510,8583,4493,,,,0.0,0.0
2023-08-07 00:00:00,28341,3777,32118,7997,4282,,,,0.0,0.0
2023-08-14 00:00:00,27598,4053,31651,7395,3815,,,,0.0,0.0
2023-08-21 00:00:00,28679,3394,32073,9463,3983,,,,0.0,0.0
2023-08-28 00:00:00,28510,3681,32191,7996,4484,,,,0.0,0.0
2023-09-04 00:00:00,25967,3468,29435,7575,4608,,,,0.0,0.0
2023-09-11 00:00:00,29711,4028,33739,8924,5497,,,,0.0,0.0
2023-09-18 00:00:00,29786,3553,33339,8898,4027,,,,0.0,0.0
2023-09-25 00:00:00,30427,3733,34160,9693,5128,,,,0.0,0.0
2023-10-02 00:00:00,28579,3382,31961,8835,4868,,,,0.0,0.0
2023-10-09 00:00:00,33679,3751,37430,8887,4580,,,,0.0,0.0
2023-10-16 00:00:00,36246,3677,39923,9084,4936,,,,0.0,0.0
2023-10-23 00:00:00,40211,3777,43988,12604,4912,,,,0.0,0.0
2023-10-30 00:00:00,41248,3006,44254,12712,3969,,,,0.0,0.0
2023-11-06 00:00:00,33556,2221,35777,11523,3409,,,,0.0,0.0
2023-11-13 00:00:00,48341,2867,51208,9083,4937,,,,0.0,0.0
2023-11-20 00:00:00,51195,2832,54027,8730,4061,,,,0.0,0.0
2023-11-27 00:00:00,38409,3219,41628,9106,3956,,,,0.0,0.0
2023-12-04 00:00:00,55290,3118,58408,9548,3885,,,,0.0,0.0
2023-12-11 00:00:00,68129,2954,71083,9569,5518,,,,0.0,0.0
2023-12-18 00:00:00,40539,3054,43593,9015,5522,,,,0.0,0.0
2023-12-25 00:00:00,26002,2443,28445,8024,4189,,,,0.0,0.0
2024-01-01 00:00:00,14478,1564,16042,5046,2272,,,,0.0,0.0
2024-01-08 00:00:00,31401,2660,34061,7724,3701,,,,0.0,0.0
2024-01-15 00:00:00,32962,3279,36241,9329,5997,,,,0.0,0.0
2024-01-22 00:00:00,40882,3577,44459,10323,6338,,,,0.0,0.0
2024-01-29 00:00:00,41659,3630,45289,9813,6325,,,,0.0,0.0
2024-02-05 00:00:00,37629,3490,41119,10424,7715,,,,0.0,0.0
2024-02-12 00:00:00,38018,3935,41953,9466,8779,,,,0.0,0.0
2024-02-19 00:00:00,37208,4442,41650,10027,8983,,,,0.0,0.0
2024-02-26 00:00:00,43097,4672,47769,10293,8953,,,,0.0,0.0
2024-03-04 00:00:00,42279,6171,48450,9767,10117,,,,0.0,0.0
2024-03-11 00:00:00,42846,4845,47691,9867,9795,,,,0.0,0.0
2024-03-18 00:00:00,39718,4183,43901,9702,7837,,,,0.0,0.0
2024-03-25 00:00:00,43711,3740,47451,8744,7722,,,,0.0,0.0
2024-04-01 00:00:00,37353,3749,41102,8325,8671,,,,0.0,0.0
2024-04-08 00:00:00,38932,3863,42795,8136,9277,,,,0.0,0.0
2024-04-15 00:00:00,38404,3372,41776,7996,8730,,,,0.0,0.0
2024-04-22 00:00:00,40047,4018,44065,8151,8666,,,,0.0,0.0
2024-04-29 00:00:00,38084,3379,41463,7691,8193,,,,0.0,0.0
2024-05-06 00:00:00,31618,2480,34098,6665,6385,,,,0.0,0.0
2024-05-13 00:00:00,37172,3390,40562,7275,7613,,,,0.0,0.0
2024-05-20 00:00:00,43956,3891,47847,7851,9584,,,,0.0,0.0
2024-05-27 00:00:00,37625,4815,42440,7787,9717,,,,0.0,0.0
2024-06-03 00:00:00,36952,4289,41241,8599,9906,,,,0.0,0.0
2024-06-10 00:00:00,38761,4738,43499,7856,11055,,,,0.0,0.0
2024-06-17 00:00:00,37221,5022,42243,7533,10763,,,,0.0,0.0
2024-06-24 00:00:00,34242,4053,38295,7399,10160,,,,0.0,0.0
2024-07-01 00:00:00,33950,2785,36735,7789,7730,,,,0.0,0.0
2024-07-08 00:00:00,33939,2330,36269,8816,9188,,,,0.0,0.0
2024-07-15 00:00:00,33481,2550,36031,9403,9360,,,,0.0,0.0
2024-07-22 00:00:00,33791,2784,36575,8607,8770,,,,0.0,0.0
2024-07-29 00:00:00,36394,2732,39126,9464,9600,,,,0.0,0.0
2024-08-05 00:00:00,35513,2996,38509,9671,8912,,,,0.0,0.0
2024-08-12 00:00:00,34608,2647,37255,8513,8416,,,,0.0,0.0
2024-08-19 00:00:00,33316,2839,36155,7397,7658,,,,0.0,0.0
2024-08-26 00:00:00,37061,3829,40890,9106,9360,,,,0.0,0.0
2024-09-02 00:00:00,36714,3558,40272,9248,10037,,,,0.0,0.0
2024-09-09 00:00:00,39315,3615,42930,8716,10406,,,,0.0,0.0
2024-09-16 00:00:00,40801,3123,43924,9022,10473,,,,0.0,0.0
2024-09-23 00:00:00,39416,3302,42718,8934,10847,,,,0.0,0.0
2024-09-30 00:00:00,38405,3702,42107,10173,11374,,,,0.0,0.0
2024-10-07 00:00:00,37934,3301,41235,10073,11448,,,,0.0,0.0
2024-10-14 00:00:00,39928,3033,42961,9881,9961,,,,0.0,0.0
2024-10-21 00:00:00,42746,3820,46566,10623,12561,,,,0.0,0.0
2024-10-28 00:00:00,44282,3996,48278,10569,12387,,,,0.0,0.0
2024-11-04 00:00:00,40096,2988,43084,8196,10429,,,,0.0,0.0
2024-11-11 00:00:00,42605,3279,45884,9114,11613,,,,0.0,0.0
2024-11-18 00:00:00,45085,3587,48672,8070,13308,,,,0.0,0.0
2024-11-25 00:00:00,44717,4180,48897,8245,12425,,,,0.0,0.0
2024-12-02 00:00:00,41115,4295,45410,8339,12961,,,,0.0,0.0
2024-12-09 00:00:00,45879,4045,49924,7776,14484,,,,0.0,0.0
2024-12-16 00:00:00,45010,3901,48911,8068,12993,,,,0.0,0.0
2024-12-23 00:00:00,41584,3800,45384,8048,13185,,,,0.0,0.0
2024-12-30 00:00:00,19623,2191,21814,4634,6541,,,,0.0,0.0
2025-01-06 00:00:00,2332,168,2500,515,548,,,,0.0,0.0
